timestamp,confidence,norm_pos_x,norm_pos_y,gaze_point_3d_x,gaze_point_3d_y,gaze_point_3d_z,eye_center0_3d_x,eye_center0_3d_y,eye_center0_3d_z,eye_center1_3d_x,eye_center1_3d_y,eye_center1_3d_z,gaze_normal0_x,gaze_normal0_y,gaze_normal0_z,gaze_normal1_x,gaze_normal1_y,gaze_normal1_z,diameter0_2d,diameter1_2d,diameter0_3d,diameter1_3d
2264363.4274015,0.682609759663861,0.39601370247936896,0.3188079375120465,-65.98863172729686,52.49575969173117,348.07948422642073,19.82867934765879,14.846194483332425,-20.284004726001697,-40.016397410695916,15.005658651141019,-19.98212878103385,-0.22578084620625932,0.09726909556483032,0.969309925944424,-0.07002537525034624,0.10286821213558398,0.9922270797317908,30.932499644554877,37.6959105749364,4.414822382539452,4.733648122821005
2264363.431436,0.682609759663861,0.3975032915981015,0.32265948569517555,-66.51554034072694,52.317052378619366,355.6088251256782,19.82867934765879,14.846194483332425,-20.284004726001697,-40.016397410695916,15.005658651141019,-19.98212878103385,-0.22283203750164043,0.09244064535426022,0.9704641210005421,-0.07002537525034624,0.10286821213558398,0.9922270797317908,31.248020801965342,37.6959105749364,4.459571315415144,4.733648122821005
2264363.4354705,0.682609759663861,0.39901602782972195,0.32469455234753275,-67.06787019677384,52.75302336586516,363.45881565658124,19.82867934765879,14.846194483332425,-20.284004726001697,-40.016397410695916,15.005658651141019,-19.98212878103385,-0.21984349849451323,0.0907574100979702,0.9713042410501468,-0.07002537525034624,0.10286821213558398,0.9922270797317908,31.378425462296203,37.6959105749364,4.477318911313642,4.733648122821005
2264363.4395055,0.682609759663861,0.40062986916148624,0.32686847745659575,-67.68343304365587,53.23792876420035,372.2068251538417,19.82867934765879,14.846194483332425,-20.284004726001697,-40.016397410695916,15.005658651141019,-19.98212878103385,-0.21664631553890695,0.08895344650414397,0.9721891062537424,-0.07002537525034624,0.10286821213558398,0.9922270797317908,31.478086288082284,37.6959105749364,4.4906217691769985,4.733648122821005
2264363.4435400004,0.682609759663861,0.4035915567550557,0.33175609095978464,-68.89306498649088,53.868625245094826,389.4130477430285,19.82867934765879,14.846194483332425,-20.284004726001697,-40.016397410695916,15.005658651141019,-19.98212878103385,-0.2107484704809422,0.08408416014761752,0.9739173148692927,-0.07002537525034624,0.10286821213558398,0.9922270797317908,31.47675301462775,37.6959105749364,4.489055862046395,4.733648122821005
2264363.4475745,0.682609759663861,0.4054529385767928,0.3335563180966038,-69.70550890634286,54.76032082612785,400.9422046174168,19.82867934765879,14.846194483332425,-20.284004726001697,-40.016397410695916,15.005658651141019,-19.98212878103385,-0.20703515223517077,0.08321150599304047,0.9747883313875527,-0.07002537525034624,0.10286821213558398,0.9922270797317908,31.28966969857492,37.6959105749364,4.461122085725477,4.733648122821005
2264363.451609,0.682609759663861,0.40731113872252145,0.33622176132042136,-70.56721893840145,55.37531066961864,413.1872617734273,19.82867934765879,14.846194483332425,-20.284004726001697,-40.016397410695916,15.005658651141019,-19.98212878103385,-0.203309640674192,0.0808367433061061,0.9757718026980453,-0.07002537525034624,0.10286821213558398,0.9922270797317908,31.527229418700397,37.6959105749364,4.493999497552926,4.733648122821005
2264363.4556435,0.682609759663861,0.40816454365565347,0.3378480273335781,-70.98161177992401,55.51617816298104,419.08294992122376,19.82867934765879,14.846194483332425,-20.284004726001697,-40.016397410695916,15.005658651141019,-19.98212878103385,-0.2015917247497785,0.07904853432632553,0.976274605699272,-0.07002537525034624,0.10286821213558398,0.9922270797317908,31.504407282628325,37.6959105749364,4.490430732070013,4.733648122821005
2264363.459678,0.6116639800164467,0.4079149825843199,0.3378426343655935,-71.91371570340539,56.116966419579946,423.57556085408055,19.82867934765879,14.846194483332425,-20.284004726001697,-40.016397410695916,15.005658651141019,-19.98212878103385,-0.2015917247497785,0.07904853432632553,0.976274605699272,-0.07139224248758447,0.10367484157426701,0.992045702040559,31.504407282628325,37.562798461546805,4.490430732070013,4.716399884948365
2264363.4637125,0.6116639800164467,0.408715343824,0.3400115139617771,-72.33171786047569,56.009638732392766,429.41900360725003,19.82867934765879,14.846194483332425,-20.284004726001697,-40.016397410695916,15.005658651141019,-19.98212878103385,-0.199972863624572,0.07625426874307326,0.9768296373023532,-0.07139224248758447,0.10367484157426701,0.992045702040559,31.64268374820343,37.562798461546805,4.51005108022528,4.716399884948365
